SPONSORED BY GRASSROOTS ANALYTICS,,,,,,,,,,,,,,,,
Calculated by The Downballot,,,,Subscribe to our newsletter,,,,,,,Follow @the-downballot.com on Bluesky,,,,,
District,Incumbent,Party,,2024,,,,,,,2020,,,,,
,,,,Harris,Trump,Total,Harris %,Trump %,Margin,,Biden,Trump,Total,Biden %,Trump %,Margin
MI-04,Bill Huizenga,(R),,"201,773","225,809","434,160",46.47%,52.01%,-5.54%,,"196,696","213,155","417,516",47.11%,51.05%,-3.94%
MI-05,Tim Walberg,(R),,"151,092","265,192","422,272",35.78%,62.80%,-27.02%,,"150,368","248,430","405,836",37.05%,61.21%,-24.16%
MI-06,Debbie Dingell,(D),,"280,089","171,949","464,014",60.36%,37.06%,23.31%,,"286,146","164,381","456,503",62.68%,36.01%,26.67%
MI-07,Tom Barrett,(R),,"224,740","230,678","462,734",48.57%,49.85%,-1.28%,,"219,465","217,141","444,296",49.40%,48.87%,0.52%
MI-08,Kristen McDonald Rivet,(D),,"209,502","218,093","433,716",48.30%,50.28%,-1.98%,,"215,710","207,003","429,213",50.26%,48.23%,2.03%
MI-09,Lisa McClain,(R),,"161,552","319,082","487,198",33.16%,65.49%,-32.33%,,"160,590","297,475","464,737",34.56%,64.01%,-29.45%
MI-10,John James,(R),,"199,324","227,882","436,216",45.69%,52.24%,-6.55%,,"209,969","214,177","429,829",48.85%,49.83%,-0.98%
MI-11,Haley Stevens,(D),,"262,389","188,361","460,276",57.01%,40.92%,16.08%,,"273,915","182,229","462,280",59.25%,39.42%,19.83%
MI-12,Rashida Tlaib,(D),,"249,017","106,983","374,126",66.56%,28.60%,37.96%,,"285,642","97,508","387,609",73.69%,25.16%,48.54%
MI-13,Shri Thanedar,(D),,"231,273","94,471","333,169",69.42%,28.36%,41.06%,,"252,697","83,907","340,610",74.19%,24.63%,49.56%
MN-01,Brad Finstad,(R),,"167,186","213,794","388,291",43.06%,55.06%,-12.00%,,"172,285","208,058","388,718",44.32%,53.52%,-9.20%
MN-02,Angie Craig,(D),,"220,555","195,780","424,818",51.92%,46.09%,5.83%,,"221,003","190,819","420,650",52.54%,45.36%,7.18%
MN-03,Kelly Morrison,(D),,"251,783","161,925","422,632",59.57%,38.31%,21.26%,,"258,543","167,402","434,448",59.51%,38.53%,20.98%
MN-04,Betty McCollum,(D),,"251,495","117,085","376,783",66.75%,31.07%,35.67%,,"268,967","119,722","396,499",67.84%,30.19%,37.64%
MN-05,Ilhan Omar,(D),,"292,800","65,271","367,777",79.61%,17.75%,61.87%,,"319,407","69,135","396,493",80.56%,17.44%,63.12%
MN-06,Tom Emmer,(R),,"168,603","253,253","430,366",39.18%,58.85%,-19.67%,,"165,862","238,872","413,782",40.08%,57.73%,-17.64%
MN-07,Michelle Fischbach,(R),,"123,652","269,504","399,799",30.93%,67.41%,-36.48%,,"128,550","260,007","395,801",32.48%,65.69%,-33.21%
MN-08,Pete Stauber,(R),,"180,905","242,420","430,450",42.03%,56.32%,-14.29%,,"182,461","230,050","420,814",43.36%,54.67%,-11.31%
MO-01,Wesley Bell,(D),,"246,417","64,300","316,155",77.94%,20.34%,57.60%,,,,,,,
MO-02,Ann Wagner,(R),,"182,982","230,853","420,688",43.50%,54.88%,-11.38%,,,,,,,
MO-03,Bob Onder,(R),,"159,702","240,944","406,612",39.28%,59.26%,-19.98%,,,,,,,
MO-04,Mark Alford,(R),,"153,365","237,267","395,696",38.76%,59.96%,-21.20%,,,,,,,
MO-05,Emanuel Cleaver,(D),,"133,507","194,537","332,776",40.12%,58.46%,-18.34%,,,,,,,
MO-06,Sam Graves,(R),,"135,781","236,205","376,972",36.02%,62.66%,-26.64%,,,,,,,
MO-07,Eric Burlison,(R),,"105,495","265,470","375,382",28.10%,70.72%,-42.62%,,,,,,,
MO-08,Jason Smith,(R),,"83,349","282,410","369,315",22.57%,76.47%,-53.90%,,,,,,,
MS-01,Trent Kelly,(R),,"99,872","219,885","324,057",30.82%,67.85%,-37.03%,,"111,535","217,291","333,728",33.42%,65.11%,-31.69%
MS-02,Bennie Thompson,(D),,"170,917","112,590","286,455",59.67%,39.30%,20.36%,,"208,159","121,206","333,247",62.46%,36.37%,26.09%
MS-03,Michael Guest,(R),,"113,023","207,443","323,626",34.92%,64.10%,-29.18%,,"128,386","212,321","345,011",37.21%,61.54%,-24.33%
MS-04,Mike Ezell,(R),,"82,856","207,826","293,870",28.19%,70.72%,-42.53%,,"91,318","205,946","301,772",30.26%,68.25%,-37.98%
MT-01,Ryan Zinke,(R),,"137,405","174,604","322,059",42.66%,54.21%,-11.55%,,"143,417","165,189","316,603",45.30%,52.18%,-6.88%
MT-02,Troy Downing,(R),,"94,501","177,475","280,904",33.64%,63.18%,-29.54%,,"101,369","178,413","287,037",35.32%,62.16%,-26.84%
NC-01,Don Davis,(D),,"182,616","230,734","416,748",43.82%,55.37%,-11.55%,,,,,,,
NC-02,Deborah Ross,(D),,"271,376","132,352","410,662",66.08%,32.23%,33.85%,,,,,,,
NC-03,Greg Murphy,(R),,"147,727","194,854","345,647",42.74%,56.37%,-13.63%,,,,,,,
NC-04,Valerie Foushee,(D),,"312,671","115,458","435,313",71.83%,26.52%,45.30%,,,,,,,
NC-05,Virginia Foxx,(R),,"165,367","237,737","407,131",40.62%,58.39%,-17.78%,,,,,,,
NC-06,Addison McDowell,(R),,"159,318","226,306","390,326",40.82%,57.98%,-17.16%,,,,,,,
NC-07,David Rouzer,(R),,"188,984","250,257","443,261",42.63%,56.46%,-13.82%,,,,,,,
NC-08,Mark Harris,(R),,"162,688","241,935","408,938",39.78%,59.16%,-19.38%,,,,,,,
NC-09,Richard Hudson,(R),,"158,667","219,161","381,829",41.55%,57.40%,-15.84%,,,,,,,
NC-10,Pat Harrigan,(R),,"168,721","242,317","415,176",40.64%,58.36%,-17.73%,,,,,,,
NC-11,Chuck Edwards,(R),,"196,320","238,092","439,574",44.66%,54.16%,-9.50%,,,,,,,
NC-12,Alma Adams,(D),,"254,841","91,752","352,991",72.19%,25.99%,46.20%,,,,,,,
NC-13,Brad Knott,(R),,"175,125","245,091","424,917",41.21%,57.68%,-16.47%,,,,,,,
NC-14,Tim Moore,(R),,"170,950","232,364","407,378",41.96%,57.04%,-15.08%,,,,,,,
ND-AL,Julie Fedorchak,(R),,"112,327","246,505","365,059",30.77%,67.52%,-36.76%,,"114,902","235,595","359,890",31.93%,65.46%,-33.54%
NE-01,Mike Flood,(R),,"136,153","177,666","318,304",42.77%,55.82%,-13.04%,,"136,956","171,957","316,440",43.28%,54.34%,-11.06%
NE-02,Don Bacon,(R),,"163,541","148,905","316,690",51.64%,47.02%,4.62%,,"163,239","143,429","312,940",52.16%,45.83%,6.33%
NE-03,Adrian Smith,(R),,"70,301","238,245","312,165",22.52%,76.32%,-53.80%,,"74,388","241,459","322,332",23.08%,74.91%,-51.83%
NH-01,Chris Pappas,(D),,"208,186","199,942","411,957",50.54%,48.53%,2.01%,,"210,310","186,410","403,198",52.16%,46.23%,5.93%
NH-02,Maggie Goodlander,(D),,"210,302","195,581","410,159",51.27%,47.68%,3.59%,,"214,627","179,250","400,635",53.57%,44.74%,8.83%
NJ-01,Donald Norcross,(D),,"220,600","150,098","376,377",58.61%,39.88%,18.73%,,"247,693","149,375","402,495",61.54%,37.11%,24.43%
NJ-02,Jeff Van Drew,(R),,"166,360","214,917","386,844",43.00%,55.56%,-12.55%,,"192,481","212,664","410,535",46.89%,51.80%,-4.92%
NJ-03,Herb Conaway,(D),,"212,712","179,400","398,668",53.36%,45.00%,8.36%,,"248,284","186,603","440,666",56.34%,42.35%,14.00%
NJ-04,Chris Smith,(R),,"142,650","268,072","416,430",34.26%,64.37%,-30.12%,,"163,106","259,059","427,724",38.13%,60.57%,-22.43%
NJ-05,Josh Gottheimer,(D),,"200,624","194,528","402,838",49.80%,48.29%,1.51%,,"240,209","186,611","432,269",55.57%,43.17%,12.40%
NJ-06,Frank Pallone,(D),,"167,151","146,484","321,741",51.95%,45.53%,6.42%,,"197,825","133,268","335,439",58.98%,39.73%,19.25%
NJ-07,Tom Kean,(R),,"216,349","221,591","446,499",48.45%,49.63%,-1.17%,,"235,951","218,151","461,600",51.12%,47.26%,3.86%
NJ-08,Rob Menendez,(D),,"135,328","81,523","222,455",60.83%,36.65%,24.19%,,"173,894","64,633","241,039",72.14%,26.81%,45.33%
NJ-09,Nellie Pou,(D),,"137,598","140,858","286,539",48.02%,49.16%,-1.14%,,"185,603","126,054","315,019",58.92%,40.01%,18.90%
NJ-10,LaMonica McIver,(D),,"196,329","62,565","263,460",74.52%,23.75%,50.77%,,"234,076","53,928","290,354",80.62%,18.57%,62.04%
NJ-11,Analilia Mejia,(D),,"219,563","183,688","411,672",53.33%,44.62%,8.71%,,"252,859","178,835","437,161",57.84%,40.91%,16.93%
NJ-12,Bonnie Watson Coleman,(D),,"205,449","124,491","339,201",60.57%,36.70%,23.87%,,"236,355","114,094","355,052",66.57%,32.13%,34.43%
NM-01,Melanie Stansbury,(D),,"194,851","150,029","353,920",55.06%,42.39%,12.66%,,"201,158","149,225","359,557",55.95%,41.50%,14.44%
NM-02,Gabe Vasquez,(D),,"130,539","135,451","271,659",48.05%,49.86%,-1.81%,,"137,449","121,889","264,675",51.93%,46.05%,5.88%
NM-03,Teresa Leger Fernandez,(D),,"153,411","137,911","297,824",51.51%,46.31%,5.20%,,"163,007","130,780","299,733",54.38%,43.63%,10.75%
NV-01,Dina Titus,(D),,"168,452","160,877","335,276",50.24%,47.98%,2.26%,,"172,621","144,973","324,286",53.23%,44.71%,8.53%
NV-02,Mark Amodei,(R),,"176,315","235,008","421,161",41.86%,55.80%,-13.94%,,"173,063","217,348","401,970",43.05%,54.07%,-11.02%
NV-03,Susie Lee,(D),,"187,997","190,836","385,188",48.81%,49.54%,-0.74%,,"190,167","166,069","363,064",52.38%,45.74%,6.64%
NV-04,Steven Horsford,(D),,"172,433","164,484","343,215",50.24%,47.92%,2.32%,,"167,635","141,501","316,056",53.04%,44.77%,8.27%
NY-01,Nick LaLota,(R),,"190,070","233,206","429,463",44.26%,54.30%,-10.04%,,"207,858","215,362","428,299",48.53%,50.28%,-1.75%
NY-02,Andrew Garbarino,(R),,"153,928","204,363","362,137",42.51%,56.43%,-13.93%,,"176,297","185,233","365,862",48.19%,50.63%,-2.44%
NY-03,Tom Suozzi,(D),,"178,099","194,286","378,302",47.08%,51.36%,-4.28%,,"216,926","172,453","393,286",55.16%,43.85%,11.31%
NY-04,Laura Gillen,(D),,"194,428","189,465","388,579",50.04%,48.76%,1.28%,,"223,909","166,538","394,485",56.76%,42.22%,14.54%
NY-05,Gregory Meeks,(D),,"170,189","68,170","242,000",70.33%,28.17%,42.16%,,"216,607","49,624","267,734",80.90%,18.53%,62.37%
NY-06,Grace Meng,(D),,"109,480","96,065","209,347",52.30%,45.89%,6.41%,,"149,718","81,324","232,973",64.26%,34.91%,29.36%
NY-07,Nydia Velazquez,(D),,"168,187","60,343","235,013",71.56%,25.68%,45.89%,,"199,115","48,083","249,547",79.79%,19.27%,60.52%
NY-08,Hakeem Jeffries,(D),,"170,067","64,988","238,931",71.18%,27.20%,43.98%,,"203,603","57,647","262,973",77.42%,21.92%,55.50%
NY-09,Yvette Clarke,(D),,"173,762","71,900","250,858",69.27%,28.66%,40.61%,,"204,222","63,657","269,726",75.71%,23.60%,52.11%
NY-10,Dan Goldman,(D),,"218,940","51,536","276,966",79.05%,18.61%,60.44%,,"242,638","40,374","285,858",84.88%,14.12%,70.76%
NY-11,Nicole Malliotakis,(R),,"100,628","167,092","272,725",36.90%,61.27%,-24.37%,,"134,698","157,208","294,600",45.72%,53.36%,-7.64%
NY-12,Jerry Nadler,(D),,"273,954","58,314","339,053",80.80%,17.20%,63.60%,,"291,127","47,209","341,717",85.20%,13.82%,71.38%
NY-13,Adriano Espaillat,(D),,"188,808","46,800","239,540",78.82%,19.54%,59.28%,,"242,303","30,463","274,962",88.12%,11.08%,77.04%
NY-14,Alexandria Ocasio-Cortez,(D),,"131,879","67,385","203,123",64.93%,33.17%,31.75%,,"178,061","50,782","230,638",77.20%,22.02%,55.19%
NY-15,Ritchie Torres,(D),,"137,445","47,283","186,840",73.56%,25.31%,48.26%,,"184,830","31,368","217,537",84.96%,14.42%,70.55%
NY-16,George Latimer,(D),,"216,167","108,141","326,298",66.25%,33.14%,33.11%,,"240,156","91,069","334,406",71.82%,27.23%,44.58%
NY-17,Mike Lawler,(R),,"194,302","192,139","389,343",49.91%,49.35%,0.56%,,"210,419","171,537","386,305",54.47%,44.40%,10.07%
NY-18,Pat Ryan,(D),,"190,672","178,297","371,412",51.34%,48.01%,3.33%,,"196,151","163,003","364,815",53.77%,44.68%,9.09%
NY-19,Josh Riley,(D),,"194,147","187,279","384,909",50.44%,48.66%,1.78%,,"196,149","179,038","382,878",51.23%,46.76%,4.47%
NY-20,Paul Tonko,(D),,"211,181","158,272","373,934",56.48%,42.33%,14.15%,,"224,446","151,042","383,264",58.56%,39.41%,19.15%
NY-21,Elise Stefanik,(R),,"140,758","214,512","357,087",39.42%,60.07%,-20.65%,,"146,580","202,300","355,821",41.19%,56.85%,-15.66%
NY-22,John Mannion,(D),,"194,091","166,358","362,520",53.54%,45.89%,7.65%,,"202,853","160,638","371,578",54.59%,43.23%,11.36%
NY-23,Nick Langworthy,(R),,"154,446","237,489","395,169",39.08%,60.10%,-21.01%,,"160,038","232,952","401,042",39.91%,58.09%,-18.18%
NY-24,Claudia Tenney,(R),,"143,256","229,987","375,663",38.13%,61.22%,-23.09%,,"146,388","222,914","377,792",38.75%,59.00%,-20.26%
NY-25,Joe Morelle,(D),,"220,540","151,196","375,956",58.66%,40.22%,18.44%,,"231,293","150,712","390,473",59.23%,38.60%,20.64%
NY-26,Tim Kennedy,(D),,"200,098","134,624","339,786",58.89%,39.62%,19.27%,,"218,507","129,475","354,198",61.69%,36.55%,25.14%
OH-01,Greg Landsman,(D),,"191,603","201,912","397,245",48.23%,50.83%,-2.60%,,,,,,,
OH-02,David Taylor,(R),,"107,317","265,831","376,021",28.54%,70.70%,-42.16%,,,,,,,
OH-03,Joyce Beatty,(D),,"249,431","105,242","358,345",69.61%,29.37%,40.24%,,,,,,,
OH-04,Jim Jordan,(R),,"111,939","280,926","396,332",28.24%,70.88%,-42.64%,,,,,,,
OH-05,Bob Latta,(R),,"145,963","238,011","387,529",37.67%,61.42%,-23.75%,,,,,,,
OH-06,Michael Rulli,(R),,"118,027","244,558","365,517",32.29%,66.91%,-34.62%,,,,,,,
OH-07,Max Miller,(R),,"187,657","234,764","425,993",44.05%,55.11%,-11.06%,,,,,,,
OH-08,Warren Davidson,(R),,"167,929","230,832","402,581",41.71%,57.34%,-15.62%,,,,,,,
OH-09,Marcy Kaptur,(D),,"168,625","208,946","381,140",44.24%,54.82%,-10.58%,,,,,,,
OH-10,Mike Turner,(R),,"172,976","202,499","379,148",45.62%,53.41%,-7.79%,,,,,,,
OH-11,Shontel Brown,(D),,"247,406","70,879","320,576",77.18%,22.11%,55.07%,,,,,,,
OH-12,Troy Balderson,(R),,"141,593","265,025","410,145",34.52%,64.62%,-30.09%,,,,,,,
OH-13,Emilia Sykes,(D),,"199,820","186,969","390,353",51.19%,47.90%,3.29%,,,,,,,
OH-14,Dave Joyce,(R),,"162,914","247,100","413,435",39.40%,59.77%,-20.36%,,,,,,,
OH-15,Mike Carey,(R),,"160,501","196,623","360,656",44.50%,54.52%,-10.02%,,,,,,,
OK-01,Kevin Hern,(R),,"120,251","188,080","314,998",38.18%,59.71%,-21.53%,,"121,877","190,291","320,384",38.04%,59.39%,-21.35%
OK-02,Josh Brecheen,(R),,"69,690","250,807","325,621",21.40%,77.02%,-55.62%,,"71,996","243,602","321,500",22.39%,75.77%,-53.38%
OK-03,Frank Lucas,(R),,"71,499","195,379","272,017",26.28%,71.83%,-45.54%,,"72,507","194,433","273,182",26.54%,71.17%,-44.63%
OK-04,Tom Cole,(R),,"100,216","202,952","309,092",32.42%,65.66%,-33.24%,,"101,711","199,240","308,407",32.98%,64.60%,-31.62%
OK-05,Stephanie Bice,(R),,"137,942","198,995","344,446",40.05%,57.77%,-17.72%,,"135,799","192,715","337,226",40.27%,57.15%,-16.88%
OR-01,Suzanne Bonamici,(D),,"245,504","107,459","365,289",67.21%,29.42%,37.79%,,"268,141","113,977","392,100",68.39%,29.07%,39.32%
OR-02,Cliff Bentz,(R),,"128,285","227,462","365,481",35.10%,62.24%,-27.14%,,"139,315","232,311","380,527",36.61%,61.05%,-24.44%
OR-03,Maxine Dexter,(D),,"248,772","88,286","349,066",71.27%,25.29%,45.98%,,"280,510","97,552","386,700",72.54%,25.23%,47.31%
OR-04,Val Hoyle,(D),,"211,870","164,979","388,781",54.50%,42.43%,12.06%,,"224,343","172,448","407,431",55.06%,42.33%,12.74%
OR-05,Janelle Bynum,(D),,"217,317","182,131","411,960",52.75%,44.21%,8.54%,,"225,723","188,094","424,112",53.22%,44.35%,8.87%
OR-06,Andrea Salinas,(D),,"188,852","149,163","348,891",54.13%,42.75%,11.38%,,"202,351","154,067","366,361",55.23%,42.05%,13.18%
PA-01,Brian Fitzpatrick,(R),,"235,106","233,595","473,307",49.67%,49.35%,0.32%,,"241,484","219,852","466,243",51.79%,47.15%,4.64%
PA-02,Brendan Boyle,(D),,"198,759","93,169","295,441",67.28%,31.54%,35.74%,,"221,374","88,089","311,819",70.99%,28.25%,42.74%
PA-03,Dwight Evans,(D),,"346,947","42,317","394,010",88.06%,10.74%,77.32%,,"357,581","36,721","396,651",90.15%,9.26%,80.89%
PA-04,Madeleine Dean,(D),,"268,429","194,501","467,793",57.38%,41.58%,15.80%,,"269,159","182,686","456,857",58.92%,39.99%,18.93%
PA-05,Mary Gay Scanlon,(D),,"267,143","147,243","418,792",63.79%,35.16%,28.63%,,"276,153","140,480","420,263",65.71%,33.43%,32.28%
PA-06,Chrissy Houlahan,(D),,"234,605","186,113","425,061",55.19%,43.79%,11.41%,,"235,154","174,191","414,329",56.76%,42.04%,14.71%
PA-07,Ryan Mackenzie,(R),,"196,712","209,881","410,973",47.86%,51.07%,-3.20%,,"197,117","194,660","396,503",49.71%,49.09%,0.62%
PA-08,Rob Bresnahan,(R),,"177,063","210,245","390,434",45.35%,53.85%,-8.50%,,"183,189","194,267","381,336",48.04%,50.94%,-2.91%
PA-09,Dan Meuser,(R),,"121,820","272,975","398,386",30.58%,68.52%,-37.94%,,"119,969","261,281","386,871",31.01%,67.54%,-36.53%
PA-10,Scott Perry,(R),,"192,758","214,297","411,782",46.81%,52.04%,-5.23%,,"188,632","205,148","399,568",47.21%,51.34%,-4.13%
PA-11,Lloyd Smucker,(R),,"160,194","248,332","412,566",38.83%,60.19%,-21.36%,,"153,327","237,723","397,039",38.62%,59.87%,-21.26%
PA-12,Summer Lee,(D),,"253,699","171,382","429,050",59.13%,39.94%,19.19%,,"255,322","169,617","429,696",59.42%,39.47%,19.95%
PA-13,John Joyce,(R),,"110,815","298,877","413,001",26.83%,72.37%,-45.54%,,"107,198","288,121","400,132",26.79%,72.01%,-45.22%
PA-14,Guy Reschenthaler,(R),,"138,813","279,274","421,084",32.97%,66.32%,-33.36%,,"138,892","268,695","412,038",33.71%,65.21%,-31.50%
PA-15,Glenn Thompson,(R),,"121,693","272,691","397,753",30.60%,68.56%,-37.96%,,"119,459","263,001","387,754",30.81%,67.83%,-37.02%
PA-16,Mike Kelly,(R),,"159,531","254,619","417,676",38.19%,60.96%,-22.77%,,"158,730","242,664","406,695",39.03%,59.67%,-20.64%
PA-17,Chris Deluzio,(D),,"238,954","213,797","457,096",52.28%,46.77%,5.50%,,"237,707","211,205","454,479",52.30%,46.47%,5.83%
RI-01,Gabe Amo,(D),,"140,825","88,794","234,822",59.97%,37.81%,22.16%,,"152,956","83,225","239,685",63.82%,34.72%,29.09%
RI-02,Seth Magaziner,(D),,"144,331","125,612","275,837",52.32%,45.54%,6.79%,,"154,530","116,697","275,313",56.13%,42.39%,13.74%
SC-01,Nancy Mace,(R),,"171,105","223,189","400,369",42.74%,55.75%,-13.01%,,"171,781","204,848","383,006",44.85%,53.48%,-8.63%
SC-02,Joe Wilson,(R),,"154,783","205,695","365,954",42.30%,56.21%,-13.91%,,"161,002","199,780","366,492",43.93%,54.51%,-10.58%
SC-03,Sheri Biggs,(R),,"99,185","252,655","356,369",27.83%,70.90%,-43.06%,,"106,461","236,981","348,346",30.56%,68.03%,-37.47%
SC-04,William Timmons,(R),,"132,540","216,077","354,343",37.40%,60.98%,-23.58%,,"138,171","202,545","347,082",39.81%,58.36%,-18.55%
SC-05,Ralph Norman,(R),,"141,510","226,473","373,054",37.93%,60.71%,-22.77%,,"147,073","213,484","365,450",40.24%,58.42%,-18.17%
SC-06,Jim Clyburn,(D),,"189,648","118,611","313,271",60.54%,37.86%,22.68%,,"219,768","111,769","336,352",65.34%,33.23%,32.11%
SC-07,Russell Fry,(R),,"139,681","241,046","384,780",36.30%,62.65%,-26.34%,,"147,285","215,696","366,601",40.18%,58.84%,-18.66%
SD-AL,Dusty Johnson,(R),,"146,859","272,081","428,922",34.24%,63.43%,-29.19%,,"150,471","261,043","422,609",35.61%,61.77%,-26.16%
TN-01,Diana Harshbarger,(R),,"71,649","273,159","348,378",20.57%,78.41%,-57.84%,,,,,,,
TN-02,Tim Burchett,(R),,"118,769","242,922","366,738",32.39%,66.24%,-33.85%,,,,,,,
TN-03,Chuck Fleischmann,(R),,"114,326","244,099","363,212",31.48%,67.21%,-35.73%,,,,,,,
TN-04,Scott DesJarlais,(R),,"113,665","186,545","304,625",37.31%,61.24%,-23.92%,,,,,,,
TN-05,Andy Ogles,(R),,"118,678","191,148","314,014",37.79%,60.87%,-23.08%,,,,,,,
TN-06,John Rose,(R),,"130,625","226,645","362,088",36.08%,62.59%,-26.52%,,,,,,,
TN-07,Matt Van Epps,(R),,"137,704","218,702","361,621",38.08%,60.48%,-22.40%,,,,,,,
TN-08,David Kustoff,(R),,"126,043","190,777","321,369",39.22%,59.36%,-20.14%,,,,,,,
TN-09,Steve Cohen,(D),,"124,805","192,867","321,897",38.77%,59.92%,-21.14%,,,,,,,
TX-01,Nathaniel Moran,(R),,"80,862","241,964","325,197",24.87%,74.41%,-49.54%,,,,,,,
TX-02,Dan Crenshaw,(R),,"127,853","204,813","336,883",37.95%,60.80%,-22.84%,,,,,,,
TX-03,Keith Self,(R),,"136,992","223,426","368,925",37.13%,60.56%,-23.43%,,,,,,,
TX-04,Pat Fallon,(R),,"134,683","225,234","366,423",36.76%,61.47%,-24.71%,,,,,,,
TX-05,Lance Gooden,(R),,"113,123","176,357","292,447",38.68%,60.30%,-21.62%,,,,,,,
TX-06,Jake Ellzey,(R),,"116,801","187,665","309,019",37.80%,60.73%,-22.93%,,,,,,,
TX-07,Lizzie Fletcher,(D),,"153,470","93,876","254,346",60.34%,36.91%,23.43%,,,,,,,
TX-08,Morgan Luttrell,(R),,"109,554","194,737","308,175",35.55%,63.19%,-27.64%,,,,,,,
TX-09,Al Green,(D),,"78,360","117,461","197,551",39.67%,59.46%,-19.79%,,,,,,,
TX-10,Michael McCaul,(R),,"134,089","213,901","352,462",38.04%,60.69%,-22.64%,,,,,,,
TX-11,August Pfluger,(R),,"94,204","194,660","292,136",32.25%,66.63%,-34.39%,,,,,,,
TX-12,Craig Goldman,(R),,"117,738","192,720","313,973",37.50%,61.38%,-23.88%,,,,,,,
TX-13,Ronny Jackson,(R),,"80,112","220,273","303,401",26.40%,72.60%,-46.20%,,,,,,,
TX-14,Randy Weber,(R),,"124,939","206,368","335,083",37.29%,61.59%,-24.30%,,,,,,,
TX-15,Monica De La Cruz,(R),,"92,602","133,305","227,763",40.66%,58.53%,-17.87%,,,,,,,
TX-16,Veronica Escobar,(D),,"131,985","94,333","229,164",57.59%,41.16%,16.43%,,,,,,,
TX-17,Pete Sessions,(R),,"123,152","192,421","319,807",38.51%,60.17%,-21.66%,,,,,,,
TX-18,Christian Menefee,(D),,"186,785","53,113","243,159",76.82%,21.84%,54.97%,,,,,,,
TX-19,Jodey Arrington,(R),,"66,869","212,716","282,163",23.70%,75.39%,-51.69%,,,,,,,
TX-20,Joaquin Castro,(D),,"144,232","79,589","226,547",63.67%,35.13%,28.53%,,,,,,,
TX-21,Chip Roy,(R),,"159,498","249,916","413,976",38.53%,60.37%,-21.84%,,,,,,,
TX-22,Troy Nehls,(R),,"126,555","201,006","334,308",37.86%,60.13%,-22.27%,,,,,,,
TX-23,VACANT (Gonzales),(R),,"133,974","181,162","318,247",42.10%,56.92%,-14.83%,,,,,,,
TX-24,Beth Van Duyne,(R),,"153,071","213,066","371,849",41.16%,57.30%,-16.13%,,,,,,,
TX-25,Roger Williams,(R),,"115,616","189,996","308,938",37.42%,61.50%,-24.08%,,,,,,,
TX-26,Brandon Gill,(R),,"144,975","237,258","387,287",37.43%,61.26%,-23.83%,,,,,,,
TX-27,Michael Cloud,(R),,"125,717","194,406","323,547",38.86%,60.09%,-21.23%,,,,,,,
TX-28,Henry Cuellar,(D),,"88,388","109,037","198,843",44.45%,54.84%,-10.38%,,,,,,,
TX-29,Sylvia Garcia,(D),,"115,999","61,308","179,633",64.58%,34.13%,30.45%,,,,,,,
TX-30,Jasmine Crockett,(D),,"177,408","62,649","243,308",72.92%,25.75%,47.17%,,,,,,,
TX-31,John Carter,(R),,"134,738","211,396","350,339",38.46%,60.34%,-21.88%,,,,,,,
TX-32,Julie Johnson,(D),,"129,765","187,174","322,779",40.20%,57.99%,-17.79%,,,,,,,
TX-33,Marc Veasey,(D),,"136,369","68,173","208,214",65.49%,32.74%,32.75%,,,,,,,
TX-34,Vicente Gonzalez,(D),,"106,939","131,299","240,225",44.52%,54.66%,-10.14%,,,,,,,
TX-35,Greg Casar,(D),,"133,334","164,830","301,076",44.29%,54.75%,-10.46%,,,,,,,
TX-36,Brian Babin,(R),,"115,202","193,288","312,445",36.87%,61.86%,-24.99%,,,,,,,
TX-37,Lloyd Doggett,(D),,"252,341","67,677","326,198",77.36%,20.75%,56.61%,,,,,,,
TX-38,Wesley Hunt,(R),,"136,856","210,921","354,063",38.65%,59.57%,-20.92%,,,,,,,
UT-01,Blake Moore,(R),,"197,686","120,327","327,439",60.37%,36.75%,23.63%,,,,,,,
UT-02,Celeste Maloy,(R),,"125,234","232,185","368,805",33.96%,62.96%,-29.00%,,,,,,,
UT-03,Mike Kennedy,(R),,"108,469","268,284","386,198",28.09%,69.47%,-41.38%,,,,,,,
UT-04,Burgess Owens,(R),,"131,176","263,022","405,509",32.35%,64.86%,-32.51%,,,,,,,
VA-01,Rob Wittman,(R),,"227,038","250,959","484,061",46.90%,51.84%,-4.94%,,"215,574","244,413","466,892",46.17%,52.35%,-6.18%
VA-02,Jen Kiggans,(R),,"203,279","204,307","412,555",49.27%,49.52%,-0.25%,,"201,896","194,173","402,884",50.11%,48.20%,1.92%
VA-03,Bobby Scott,(D),,"213,026","102,168","319,745",66.62%,31.95%,34.67%,,"230,576","101,134","337,411",68.34%,29.97%,38.36%
VA-04,Jennifer McClellan,(D),,"251,005","125,941","382,432",65.63%,32.93%,32.70%,,"260,886","122,375","388,140",67.21%,31.53%,35.69%
VA-05,John McGuire,(R),,"191,726","246,040","442,168",43.36%,55.64%,-12.28%,,"194,989","230,682","431,686",45.17%,53.44%,-8.27%
VA-06,Ben Cline,(R),,"154,344","252,669","411,692",37.49%,61.37%,-23.88%,,"133,543","208,274","347,395",38.44%,59.95%,-21.51%
VA-07,Eugene Vindman,(D),,"203,204","191,696","402,228",50.52%,47.66%,2.86%,,"204,951","178,472","389,585",52.61%,45.81%,6.80%
VA-08,Don Beyer,(D),,"285,003","92,724","386,512",73.74%,23.99%,49.75%,,"305,118","84,142","394,439",77.35%,21.33%,56.02%
